employer,notice_date,number_of_employees_affected,warn_type,city,zip,lwib_area,address,record_number,detail_page_url
The Boeing Company,"Apr 08, 2005",,WARN,,,4 - Workforce Alliance,,777,https://www.kansasworks.com/search/warn_lookups/777
The Boeing Company,"Apr 15, 2005",,WARN,,,4 - Workforce Alliance,,782,https://www.kansasworks.com/search/warn_lookups/782
The Boeing Company,"Apr 22, 2005",,WARN,,,4 - Workforce Alliance,,783,https://www.kansasworks.com/search/warn_lookups/783
Safelite Glass Corp.,"Apr 27, 2005",,WARN,,,4 - Workforce Alliance,,784,https://www.kansasworks.com/search/warn_lookups/784
The Boeing Company,"Apr 29, 2005",27,WARN,,,4 - Workforce Alliance,,785,https://www.kansasworks.com/search/warn_lookups/785
Raytheon Aircraft Company,"May 09, 2005",36,WARN,,,4 - Workforce Alliance,,788,https://www.kansasworks.com/search/warn_lookups/788
Raytheon Aircraft Company,"Apr 11, 2005",64,WARN,,,4 - Workforce Alliance,,789,https://www.kansasworks.com/search/warn_lookups/789
The Boeing Company,"May 06, 2005",,WARN,,,4 - Workforce Alliance,,790,https://www.kansasworks.com/search/warn_lookups/790
Kansas Children Service League,"Apr 25, 2005",,WARN,,,1 - Kansas WorkforceONE,,797,https://www.kansasworks.com/search/warn_lookups/797
Raytheon Aircraft Company,"May 23, 2005",,WARN,,,4 - Workforce Alliance,,798,https://www.kansasworks.com/search/warn_lookups/798
The Boeing Company,"May 20, 2005",,WARN,,,4 - Workforce Alliance,,799,https://www.kansasworks.com/search/warn_lookups/799
The Boeing Company,"May 13, 2005",,WARN,,,4 - Workforce Alliance,,800,https://www.kansasworks.com/search/warn_lookups/800
J.C. Penney Company,"Jan 10, 2003",329,WARN,,,3 - Workforce Partnership,,452,https://www.kansasworks.com/search/warn_lookups/452
Sprint,"Jan 15, 2003",493,WARN,,,3 - Workforce Partnership,,454,https://www.kansasworks.com/search/warn_lookups/454
KMART,"Jan 12, 2003",,WARN,,,2 - Workforce Investment Area II,,455,https://www.kansasworks.com/search/warn_lookups/455
KMART,"Jan 12, 2003",,WARN,,,4 - Workforce Alliance,,456,https://www.kansasworks.com/search/warn_lookups/456
KMART,"Jan 12, 2003",,WARN,,,5 - Workforce Investment Area V,,457,https://www.kansasworks.com/search/warn_lookups/457
Southwestern Bell,"Jan 16, 2003",,WARN,,,2 - Workforce Investment Area II,,462,https://www.kansasworks.com/search/warn_lookups/462
K-Mart,"Mar 01, 2003",,WARN,,,5 - Workforce Investment Area V,,463,https://www.kansasworks.com/search/warn_lookups/463
Boeing,"Jan 20, 2003",,WARN,,,4 - Workforce Alliance,,464,https://www.kansasworks.com/search/warn_lookups/464
"PCCS, Inc.","Jan 20, 2003",96,WARN,,,1 - Kansas WorkforceONE,,466,https://www.kansasworks.com/search/warn_lookups/466
Bombardier/Learjet,"Jan 30, 2003",8,WARN,,,4 - Workforce Alliance,,473,https://www.kansasworks.com/search/warn_lookups/473
Verizon Wireless,"Feb 05, 2003",116,WARN,,,3 - Workforce Partnership,,474,https://www.kansasworks.com/search/warn_lookups/474
Everest Connections,"Feb 07, 2003",,WARN,,,3 - Workforce Partnership,,476,https://www.kansasworks.com/search/warn_lookups/476
Lucent Technologies,"Feb 11, 2003",,WARN,,,3 - Workforce Partnership,,477,https://www.kansasworks.com/search/warn_lookups/477
Boeing Company,"Feb 17, 2003",,WARN,,,4 - Workforce Alliance,,478,https://www.kansasworks.com/search/warn_lookups/478
The Menninger Clinic,"Feb 18, 2003",,WARN,,,2 - Workforce Investment Area II,,480,https://www.kansasworks.com/search/warn_lookups/480
Emporia Rehabilitation Center,"Feb 18, 2003",,WARN,,,5 - Workforce Investment Area V,,481,https://www.kansasworks.com/search/warn_lookups/481
Hoisington Rehabilitationl Center,"Feb 18, 2003",,WARN,,,1 - Kansas WorkforceONE,,482,https://www.kansasworks.com/search/warn_lookups/482
"Physician Resources, Inc.","Mar 28, 2003",,WARN,,,3 - Workforce Partnership,,512,https://www.kansasworks.com/search/warn_lookups/512
Lucent Technologies,"Feb 25, 2003",1,WARN,,,3 - Workforce Partnership,,492,https://www.kansasworks.com/search/warn_lookups/492
Fleming,"Feb 24, 2003",171,WARN,,,3 - Workforce Partnership,,494,https://www.kansasworks.com/search/warn_lookups/494
Transervice Lease Corp.,"Feb 27, 2003",85,WARN,,,3 - Workforce Partnership,,495,https://www.kansasworks.com/search/warn_lookups/495
Accenture,"Mar 05, 2003",102,WARN,,,3 - Workforce Partnership,,497,https://www.kansasworks.com/search/warn_lookups/497
"Innovative Marketing Strategies, Inc.","Mar 06, 2003",,WARN,,,5 - Workforce Investment Area V,,499,https://www.kansasworks.com/search/warn_lookups/499
Sprint,"Mar 06, 2003",,WARN,Lenexa,66219,3 - Workforce Partnership,,500,https://www.kansasworks.com/search/warn_lookups/500
Lucent Technologies,"Mar 11, 2003",3,WARN,,,3 - Workforce Partnership,,501,https://www.kansasworks.com/search/warn_lookups/501
Famous Brands Distributors,"Mar 12, 2003",56,WARN,,,2 - Workforce Investment Area II,,506,https://www.kansasworks.com/search/warn_lookups/506
Cessna,"Mar 07, 2003",,WARN,,,4 - Workforce Alliance,,507,https://www.kansasworks.com/search/warn_lookups/507
Boeing Company,"Mar 24, 2003",,WARN,,,4 - Workforce Alliance,,508,https://www.kansasworks.com/search/warn_lookups/508
Lucent Technologies,"Mar 25, 2003",,WARN,,,3 - Workforce Partnership,,510,https://www.kansasworks.com/search/warn_lookups/510
J M Bauersfeld's,"Mar 28, 2003",,WARN,,,2 - Workforce Investment Area II,,519,https://www.kansasworks.com/search/warn_lookups/519
Lucent Technologies,"Apr 09, 2003",,WARN,,,3 - Workforce Partnership,,521,https://www.kansasworks.com/search/warn_lookups/521
TeleTech,"Apr 09, 2003",,WARN,,,3 - Workforce Partnership,,522,https://www.kansasworks.com/search/warn_lookups/522
"Lear Siegler Services, Inc.","Apr 03, 2003",52,WARN,,,2 - Workforce Investment Area II,,523,https://www.kansasworks.com/search/warn_lookups/523
Cessna,"Apr 10, 2003",1200,WARN,,,4 - Workforce Alliance,,524,https://www.kansasworks.com/search/warn_lookups/524
Teletech,"Apr 15, 2003",4,WARN,,,3 - Workforce Partnership,,526,https://www.kansasworks.com/search/warn_lookups/526
Terex Cranes,"Apr 16, 2003",,WARN,,,3 - Workforce Partnership,,527,https://www.kansasworks.com/search/warn_lookups/527
Boeing,"Apr 21, 2003",,WARN,,,4 - Workforce Alliance,,529,https://www.kansasworks.com/search/warn_lookups/529
Learjet,"May 01, 2003",,WARN,,,4 - Workforce Alliance,,533,https://www.kansasworks.com/search/warn_lookups/533
Learjet,"May 01, 2003",,WARN,,,4 - Workforce Alliance,,535,https://www.kansasworks.com/search/warn_lookups/535
Teletech,"May 09, 2003",,WARN,,,3 - Workforce Partnership,,536,https://www.kansasworks.com/search/warn_lookups/536
Kemper Insurance Companies,"May 09, 2003",,WARN,,,3 - Workforce Partnership,,540,https://www.kansasworks.com/search/warn_lookups/540
Boeing,"May 23, 2003",69,WARN,,,4 - Workforce Alliance,,541,https://www.kansasworks.com/search/warn_lookups/541
Learjet,"Jun 02, 2003",82,WARN,,,4 - Workforce Alliance,,542,https://www.kansasworks.com/search/warn_lookups/542
Precision Dynamics Corporation,"May 30, 2003",66,WARN,,,1 - Kansas WorkforceONE,,543,https://www.kansasworks.com/search/warn_lookups/543
"Learjet, Inc.","Jun 09, 2003",,WARN,,,4 - Workforce Alliance,,544,https://www.kansasworks.com/search/warn_lookups/544
Boeing,"Jun 23, 2003",,WARN,,,4 - Workforce Alliance,,551,https://www.kansasworks.com/search/warn_lookups/551
Fleming,"Jul 10, 2003",,WARN,,,2 - Workforce Investment Area II,,557,https://www.kansasworks.com/search/warn_lookups/557
Boeing,"Jul 21, 2003",,WARN,,,4 - Workforce Alliance,,559,https://www.kansasworks.com/search/warn_lookups/559
"Learjet, Inc.","Aug 01, 2003",12,WARN,,,4 - Workforce Alliance,,560,https://www.kansasworks.com/search/warn_lookups/560
Innovative Marketing Strategies,"Aug 11, 2003",143,WARN,,,5 - Workforce Investment Area V,,566,https://www.kansasworks.com/search/warn_lookups/566
Kemper Auto and Home,"Aug 14, 2003",,WARN,,,3 - Workforce Partnership,,570,https://www.kansasworks.com/search/warn_lookups/570
Tweco,"Nov 06, 2003",,WARN,,,4 - Workforce Alliance,,605,https://www.kansasworks.com/search/warn_lookups/605
Boeing,"Aug 22, 2003",,WARN,,,4 - Workforce Alliance,,572,https://www.kansasworks.com/search/warn_lookups/572
Cessna,"Aug 29, 2003",,WARN,,,4 - Workforce Alliance,,576,https://www.kansasworks.com/search/warn_lookups/576
Boeing,"Sep 19, 2003",2,WARN,,,4 - Workforce Alliance,,578,https://www.kansasworks.com/search/warn_lookups/578
Boeing,"Oct 10, 2003",9,WARN,,,4 - Workforce Alliance,,585,https://www.kansasworks.com/search/warn_lookups/585
Farmland,"Oct 17, 2003",298,WARN,,,5 - Workforce Investment Area V,,586,https://www.kansasworks.com/search/warn_lookups/586
Farmland,"Oct 16, 2003",,WARN,,,5 - Workforce Investment Area V,,587,https://www.kansasworks.com/search/warn_lookups/587
RS Staffing Services,"Sep 10, 2003",,WARN,,,3 - Workforce Partnership,,588,https://www.kansasworks.com/search/warn_lookups/588
Boeing,"Oct 24, 2003",,WARN,,,4 - Workforce Alliance,,590,https://www.kansasworks.com/search/warn_lookups/590
Sodexho Health Care Services,"Oct 27, 2003",,WARN,,,3 - Workforce Partnership,,591,https://www.kansasworks.com/search/warn_lookups/591
Avery Dennison,"Oct 23, 2003",,WARN,,,4 - Workforce Alliance,,592,https://www.kansasworks.com/search/warn_lookups/592
Tweco,"Oct 19, 2003",,WARN,,,4 - Workforce Alliance,,593,https://www.kansasworks.com/search/warn_lookups/593
Tweco,"Sep 15, 2003",7,WARN,,,4 - Workforce Alliance,,594,https://www.kansasworks.com/search/warn_lookups/594
Tweco,"Sep 18, 2003",2,WARN,,,4 - Workforce Alliance,,595,https://www.kansasworks.com/search/warn_lookups/595
Tweco,"Sep 25, 2003",1,WARN,,,4 - Workforce Alliance,,596,https://www.kansasworks.com/search/warn_lookups/596
Tweco,"Oct 13, 2003",,WARN,,,4 - Workforce Alliance,,597,https://www.kansasworks.com/search/warn_lookups/597
"Candlewood Hotel Company, Inc.","Nov 03, 2003",,WARN,,,4 - Workforce Alliance,,598,https://www.kansasworks.com/search/warn_lookups/598
American Identity,"Jan 04, 2003",,WARN,Bonner Springs,66012,3 - Workforce Partnership,,599,https://www.kansasworks.com/search/warn_lookups/599
Tweco,"Nov 06, 2003",,WARN,,,4 - Workforce Alliance,,603,https://www.kansasworks.com/search/warn_lookups/603
Tweco,"Nov 06, 2003",,WARN,,,4 - Workforce Alliance,,604,https://www.kansasworks.com/search/warn_lookups/604
National Mills,"Nov 12, 2003",,WARN,,,5 - Workforce Investment Area V,,607,https://www.kansasworks.com/search/warn_lookups/607
Bombardier,"Nov 21, 2003",,WARN,,,4 - Workforce Alliance,,608,https://www.kansasworks.com/search/warn_lookups/608
Boeing,"Nov 21, 2003",12,WARN,,,4 - Workforce Alliance,,609,https://www.kansasworks.com/search/warn_lookups/609
Bombardier,"Dec 02, 2003",2,WARN,,,4 - Workforce Alliance,,611,https://www.kansasworks.com/search/warn_lookups/611
The Coleman Company,"Dec 02, 2003",,WARN,,,4 - Workforce Alliance,,612,https://www.kansasworks.com/search/warn_lookups/612
Raytheon,"Dec 05, 2003",,WARN,,,4 - Workforce Alliance,,613,https://www.kansasworks.com/search/warn_lookups/613
Bombardier,"Dec 08, 2003",,WARN,,,4 - Workforce Alliance,,615,https://www.kansasworks.com/search/warn_lookups/615
"LMI Aerospace, Inc.","Dec 11, 2003",,WARN,,,4 - Workforce Alliance,,616,https://www.kansasworks.com/search/warn_lookups/616
"Amdocs, Inc.","Dec 19, 2003",,WARN,,,3 - Workforce Partnership,,620,https://www.kansasworks.com/search/warn_lookups/620
Boeing,"Dec 19, 2003",,WARN,,,4 - Workforce Alliance,,621,https://www.kansasworks.com/search/warn_lookups/621
Tweco Arcair,"Dec 22, 2003",1,WARN,,,4 - Workforce Alliance,,622,https://www.kansasworks.com/search/warn_lookups/622
Tyco Capital Corporation,"Feb 01, 2002",40,WARN,,,3 - Workforce Partnership,,161,https://www.kansasworks.com/search/warn_lookups/161
CNA INSURANCE,"Feb 06, 2002",,WARN,,,3 - Workforce Partnership,,170,https://www.kansasworks.com/search/warn_lookups/170
VECTRON INTERNATIONAL,"Feb 25, 2002",,WARN,,,3 - Workforce Partnership,,176,https://www.kansasworks.com/search/warn_lookups/176
EFTC Midwest Facility,"Feb 06, 2002",,WARN,,,2 - Workforce Investment Area II,,181,https://www.kansasworks.com/search/warn_lookups/181
HOBART CORPORATION,"Feb 25, 2002",,WARN,,,3 - Workforce Partnership,,190,https://www.kansasworks.com/search/warn_lookups/190
"Great Bend Manufacturing Co. - Div. of Bush Hog, L","Feb 21, 2002",,WARN,,,1 - Kansas WorkforceONE,,191,https://www.kansasworks.com/search/warn_lookups/191
Modine Mfg,"Mar 21, 2002",,WARN,,,5 - Workforce Investment Area V,,199,https://www.kansasworks.com/search/warn_lookups/199
"Genmar Manufacturing of Kansas, L.L.C.","Mar 18, 2002",119,WARN,,,2 - Workforce Investment Area II,,200,https://www.kansasworks.com/search/warn_lookups/200
Farmland Industries-Lawrence,"Jan 10, 2002",54,WARN,,,2 - Workforce Investment Area II,,209,https://www.kansasworks.com/search/warn_lookups/209
"Hill's Pet Nutrition, Inc. and Subsidiaries","Jan 18, 2002",27,WARN,,,2 - Workforce Investment Area II,,212,https://www.kansasworks.com/search/warn_lookups/212
Burlington Northern Santa Fe Railway,"Feb 21, 2002",,WARN,,,2 - Workforce Investment Area II,,227,https://www.kansasworks.com/search/warn_lookups/227
Spiegel Group Telemarketing Service Inc.,"Mar 12, 2002",,WARN,,,4 - Workforce Alliance,,291,https://www.kansasworks.com/search/warn_lookups/291
KMart,"Mar 11, 2002",,WARN,,,1 - Kansas WorkforceONE,,275,https://www.kansasworks.com/search/warn_lookups/275
Albertsons,"Apr 10, 2002",,WARN,,,4 - Workforce Alliance,,279,https://www.kansasworks.com/search/warn_lookups/279
Boeing Company,"Apr 22, 2002",,WARN,,,4 - Workforce Alliance,,289,https://www.kansasworks.com/search/warn_lookups/289
Padgett Thompson Seminar Division,"Jun 25, 2002",,WARN,,,3 - Workforce Partnership,,310,https://www.kansasworks.com/search/warn_lookups/310
International Paper,"May 14, 2002",,WARN,,,3 - Workforce Partnership,,312,https://www.kansasworks.com/search/warn_lookups/312
The Boeing Company,"Jun 24, 2002",81,WARN,,,4 - Workforce Alliance,,313,https://www.kansasworks.com/search/warn_lookups/313
"Penske Logistics, Inc.","Jun 25, 2002",10,WARN,,,3 - Workforce Partnership,,315,https://www.kansasworks.com/search/warn_lookups/315
"Penske Logistics, Inc.","Jun 25, 2002",10,WARN,,,2 - Workforce Investment Area II,,316,https://www.kansasworks.com/search/warn_lookups/316
"Penske Logistics, Inc.","Jun 25, 2002",,WARN,,,4 - Workforce Alliance,,317,https://www.kansasworks.com/search/warn_lookups/317
Dearborn Mid-West Conveyor Co.,"Jul 25, 2002",,WARN,,,3 - Workforce Partnership,,354,https://www.kansasworks.com/search/warn_lookups/354
Boeing Company,"Jul 22, 2002",,WARN,,,4 - Workforce Alliance,,355,https://www.kansasworks.com/search/warn_lookups/355
Bank of America,"Jul 23, 2002",,WARN,,,4 - Workforce Alliance,,357,https://www.kansasworks.com/search/warn_lookups/357
Vanguard Airlines,"Jul 29, 2002",,WARN,,,3 - Workforce Partnership,,358,https://www.kansasworks.com/search/warn_lookups/358
Southern Education Council,"Jan 11, 2000",39,WARN,,,1 - Kansas WorkforceONE,,4,https://www.kansasworks.com/search/warn_lookups/4
Parkview Passages Residential Treatment Center,"Jan 28, 2000",71,WARN,,,2 - Workforce Investment Area II,,11,https://www.kansasworks.com/search/warn_lookups/11
"Associated Wholesale Grocers, Inc.","Feb 02, 2000",,WARN,,,3 - Workforce Partnership,,29,https://www.kansasworks.com/search/warn_lookups/29
Halstead Hospital,"Feb 14, 2000",,WARN,,,1 - Kansas WorkforceONE,,32,https://www.kansasworks.com/search/warn_lookups/32
Boeing,"Jan 17, 2000",,WARN,,,4 - Workforce Alliance,,38,https://www.kansasworks.com/search/warn_lookups/38
Midland Credit Manaagement,"Jun 14, 2000",,WARN,,,1 - Kansas WorkforceONE,,46,https://www.kansasworks.com/search/warn_lookups/46
"KEY Industries, Inc.","May 01, 2000",,WARN,,,1 - Kansas WorkforceONE,,47,https://www.kansasworks.com/search/warn_lookups/47
The Menninger Clinic,"Dec 28, 2000",,WARN,,,2 - Workforce Investment Area II,,273,https://www.kansasworks.com/search/warn_lookups/273
Invalco Inc.,"Oct 30, 1998",36,WARN,,,1 - Kansas WorkforceONE,,12,https://www.kansasworks.com/search/warn_lookups/12
IRE International,"Oct 30, 1998",63,WARN,,,4 - Workforce Alliance,,15,https://www.kansasworks.com/search/warn_lookups/15
TriStar,"Oct 15, 1998",,WARN,,,4 - Workforce Alliance,,21,https://www.kansasworks.com/search/warn_lookups/21
Shoney's Distribution Center,"Oct 21, 1998",,WARN,,,4 - Workforce Alliance,,23,https://www.kansasworks.com/search/warn_lookups/23
Boeing Commercial Airplane Group,"Nov 30, 1998",,WARN,,,4 - Workforce Alliance,,27,https://www.kansasworks.com/search/warn_lookups/27
Boeing Co.,"Nov 30, 1998",,WARN,,,4 - Workforce Alliance,,30,https://www.kansasworks.com/search/warn_lookups/30
Boeing Co.,"Nov 30, 1998",,WARN,,,4 - Workforce Alliance,,31,https://www.kansasworks.com/search/warn_lookups/31
Boeing Co.,"Nov 30, 1998",236,WARN,,,4 - Workforce Alliance,,37,https://www.kansasworks.com/search/warn_lookups/37
Boeing Co.,"Nov 30, 1998",177,WARN,,,4 - Workforce Alliance,,40,https://www.kansasworks.com/search/warn_lookups/40
Boeing Co.,"Nov 30, 1998",407,WARN,,,4 - Workforce Alliance,,41,https://www.kansasworks.com/search/warn_lookups/41
Boeing Co.,"Nov 30, 1998",,WARN,,,4 - Workforce Alliance,,44,https://www.kansasworks.com/search/warn_lookups/44
Boeing Co.,"Nov 30, 1998",,WARN,,,4 - Workforce Alliance,,45,https://www.kansasworks.com/search/warn_lookups/45
Stanley-Goldblatt Tools,"Nov 18, 1998",,WARN,,,3 - Workforce Partnership,,53,https://www.kansasworks.com/search/warn_lookups/53
National Garment Company,"Oct 19, 1998",,WARN,,,5 - Workforce Investment Area V,,217,https://www.kansasworks.com/search/warn_lookups/217
Thomas and Betts,"Oct 06, 1998",,WARN,,,4 - Workforce Alliance,,256,https://www.kansasworks.com/search/warn_lookups/256
AMPI,"Aug 04, 1998",,WARN,,,1 - Kansas WorkforceONE,,260,https://www.kansasworks.com/search/warn_lookups/260
